chr	start	stop	ld.idx
chr10	55902386	57199768	1047
chr10	57199768	58530227	1048
chr10	58530227	60131651	1049
chr10	60131651	60899921	1050
chr10	60899921	61581937	1051
chr10	61581937	64034354	1052
chr10	64034354	65789857	1053
chr10	65789857	68140391	1054
chr10	68140391	68436234	1055
chr10	68436234	70461094	1056
chr10	70461094	71748755	1057
chr10	71748755	73662792	1058
chr10	73662792	76947056	1059
chr10	76947056	79116992	1060
chr10	79116992	80654923	1061
chr10	80654923	82623989	1062
chr10	82623989	83698947	1063
chr10	83698947	86177820	1064
chr10	86177820	87367307	1065
chr10	87367307	89253624	1066
chr10	89253624	90246824	1067
chr10	90246824	91575290	1068
chr10	91575290	93636611	1069
chr10	93636611	94461486	1070
chr10	94461486	96062600	1071
chr10	96062600	98481545	1072
chr10	98481545	98908643	1073
chr10	98908643	101189482	1074
chr10	101189482	102620653	1075
chr10	102620653	104935290	1076
chr10	104935290	106966928	1077
chr10	106966928	108557947	1078
chr10	108557947	110801735	1079
chr10	110801735	113568673	1080
chr10	113568673	114661647	1081
chr10	114661647	117764423	1082
chr10	117764423	118831841	1083
chr10	118831841	120647811	1084
chr10	120647811	121471951	1085
chr10	121471951	122141030	1086
chr10	122141030	124109830	1087
chr10	124109830	126312529	1088
chr10	127356098	129046020	1090
chr10	129046020	129943063	1091
chr10	129943063	130781981	1092
chr10	132522825	132681169	1094
chr10	132681169	133786540	1095
chr11	70855	1192365	1096
chr11	1192365	3644251	1097
chr11	3644251	4725479	1098
chr11	4725479	6301639	1099
chr11	6301639	7415470	1100
chr11	7415470	8311727	1101
chr11	8311727	9065770	1102
chr11	9065770	10930480	1103
chr11	10930480	12542682	1104
chr11	12542682	13351577	1105
chr11	13351577	15721006	1106
chr11	15721006	17556855	1107
chr11	17556855	19547988	1108
chr11	19547988	20995592	1109
chr11	20995592	22352596	1110
chr11	22352596	24066971	1111
chr11	24066971	26024206	1112
chr11	26024206	26998914	1113
chr11	26998914	28460046	1114
chr11	28460046	30119810	1115
chr11	30119810	32255355	1116
chr11	32255355	33937192	1117
chr11	33937192	35481057	1118
chr11	35481057	37095265	1119
chr11	37095265	39360453	1120
chr11	39360453	42288453	1121
chr11	42288453	44672249	1122
chr11	44672249	46984586	1123
chr11	46984586	49844498	1124
chr11	54927998	55315181	1126
chr11	55315181	58690022	1127
chr11	58690022	59013076	1128
chr11	59013076	62456299	1129
chr11	62456299	64037097	1130
chr11	64037097	66131160	1131
chr11	66131160	68238358	1132
chr11	68238358	69701362	1133
chr11	69701362	71215246	1134
chr11	71215246	72574973	1135
chr11	72574973	74701306	1136
chr11	74701306	77086163	1137
chr11	77086163	78644013	1138
chr11	78644013	81011330	1139
chr11	81011330	81555670	1140
chr11	81555670	84670229	1141
chr11	84670229	86908259	1142
chr11	86908259	87719343	1143
chr11	87719343	89475768	1144
chr11	89475768	91233322	1145
chr11	91233322	92343978	1146
chr11	92343978	93542991	1147
chr11	93542991	94509094	1148
chr11	94509094	95992877	1149
chr11	97186058	98834335	1151
chr11	98834335	100546438	1152
chr11	100546438	101460390	1153
chr11	101460390	104088908	1154
chr11	104088908	105002557	1155
chr11	105002557	106650168	1156
chr11	106650168	107973474	1157
chr11	107973474	108566310	1158
chr11	108566310	109995390	1159
chr11	109995390	111243672	1160
chr11	111243672	112588765	1161
chr11	112588765	114387006	1162
chr11	114387006	114959946	1163
chr11	114959946	116512631	1164
chr11	116512631	117876395	1165
chr11	117876395	119344766	1166
chr11	119344766	120896097	1167
chr11	120896097	121305234	1168
chr11	121305234	122721202	1169
chr11	122721202	123629409	1170
chr11	123629409	124625632	1171
chr11	124625632	126441425	1172
chr11	126441425	127446784	1173
chr11	127446784	128318642	1174
chr11	128318642	130472680	1175
chr11	130472680	131204717	1176
chr11	131204717	133130151	1177
chr11	133130151	134336099	1178
chr11	134336099	135076558	1179
chr12	971165	2435620	1181
chr12	2435620	3567871	1182
chr12	3567871	4308513	1183
chr12	4308513	5212306	1184
chr12	5212306	6310587	1185
chr12	6310587	8224940	1186
chr12	8224940	8878799	1187
chr12	8878799	10328935	1188
chr12	10328935	11601912	1189
chr12	11601912	12580594	1190
chr12	12580594	15088550	1191
chr12	15088550	16157526	1192
chr12	16157526	17934939	1193
chr12	17934939	20711009	1194
chr12	20711009	23667700	1195
chr12	23667700	25218149	1196
chr12	25218149	27646840	1197
chr12	27646840	29498322	1198
chr12	29498322	30359473	1199
chr12	30359473	32012658	1200
chr12	32012658	32924055	1201
chr12	37462915	38833367	1203
chr12	38833367	40422383	1204
chr12	40422383	41264784	1205
chr12	41264784	43590671	1206
chr12	43590671	45630446	1207
chr12	45630446	47321010	1208
chr12	47321010	48608083	1209
chr12	48608083	51382710	1210
chr12	51382710	52645220	1211
chr12	52645220	54385039	1212
chr12	54385039	55272053	1213
chr12	55272053	57155077	1214
chr12	57155077	58914885	1215
chr12	58914885	60729948	1216
chr12	60729948	63638681	1217
chr12	63638681	65165915	1218
chr12	65165915	66787364	1219
chr12	66787364	67515949	1220
chr12	67515949	69432762	1221
chr12	69432762	70564207	1222
chr12	70564207	72251295	1223
chr12	72251295	73424674	1224
chr12	73424674	76117534	1225
chr12	76117534	78176790	1226
chr12	78176790	80054370	1227
chr12	80054370	81073988	1228
chr12	81073988	83108887	1229
chr12	83108887	83910065	1230
chr12	83910065	85596648	1231
chr12	85596648	89288345	1232
chr12	89288345	91672378	1233
chr12	91672378	94120791	1234
chr12	94120791	95627009	1235
chr12	95627009	96715061	1236
chr12	96715061	98912209	1237
chr12	98912209	101053863	1238
chr12	101053863	101468912	1239
chr12	101468912	102571208	1240
chr12	102571208	104454918	1241
chr12	104454918	106042435	1242
chr12	106042435	106564970	1243
chr12	106564970	108632125	1244
chr12	108632125	109898914	1245
chr12	109898914	112825713	1246
chr12	112825713	113548904	1247
chr12	113548904	114598797	1248
chr12	114598797	115065411	1249
chr12	115065411	116649666	1250
chr12	116649666	117697570	1251
chr12	117697570	119316305	1252
chr12	119316305	121569746	1253
chr12	121569746	124493434	1254
chr12	124493434	125960959	1255
chr12	125960959	127390553	1256
chr12	127390553	128752752	1257
chr12	128752752	129893376	1258
chr12	129893376	131302206	1259
chr12	132236187	133264925	1261
chr13	18445873	20112581	1262
chr13	20112581	21668035	1263
chr13	21668035	23020563	1264
chr13	23020563	23957798	1265
chr13	23957798	25210224	1266
chr13	25210224	26710225	1267
chr13	26710225	28683414	1268
chr13	28683414	29909130	1269
chr13	29909130	31727678	1270
chr13	31727678	33202766	1271
chr13	33202766	34452327	1272
chr13	34452327	35472230	1273
chr13	35472230	36924048	1274
chr13	36924048	38304026	1275
chr13	38304026	40495126	1276
chr13	40495126	42526891	1277
chr13	42526891	44327273	1278
chr13	44327273	45921079	1279
chr13	45921079	46856944	1280
chr13	46856944	48809826	1281
chr13	48809826	51016955	1282
chr13	51016955	52765487	1283
chr13	52765487	54108729	1284
chr13	54108729	55242996	1285
chr13	55242996	56980083	1286
chr13	56980083	57836492	1287
chr13	57836492	58728137	1288
chr13	58728137	60280644	1289
chr13	60280644	61017815	1290
chr13	61017815	63397426	1291
chr13	63397426	64626470	1292
chr13	64626470	67270321	1293
chr13	67270321	70150384	1294
chr13	70150384	70952659	1295
chr13	70952659	73359952	1296
chr13	73359952	75096006	1297
chr13	75096006	76836420	1298
chr13	76836420	78234678	1299
chr13	78234678	80011541	1300
chr13	80011541	82007679	1301
chr13	82007679	83559009	1302
chr13	83559009	85036781	1303
chr13	87907627	89869057	1305
chr13	89869057	92477438	1306
chr13	92477438	92934202	1307
chr13	92934202	95435304	1308
chr13	95435304	96866956	1309
chr13	96866956	98286665	1310
chr13	98286665	99921841	1311
chr13	99921841	101648173	1312
chr13	101648173	103414360	1313
chr13	103414360	104191764	1314
chr13	104191764	105595205	1315
chr13	105595205	106097651	1316
chr13	106097651	107537529	1317
chr13	107537529	108468862	1318
chr13	108468862	109162764	1319
chr13	109162764	110579726	1320
chr13	110579726	111595245	1321
chr14	18225607	21121243	1324
chr14	21121243	22549721	1325
chr14	22549721	24435917	1326
chr14	24435917	25666480	1327
chr14	25666480	27997327	1328
chr14	27997327	29502939	1329
chr14	29502939	31914059	1330
chr14	31914059	34377045	1331
chr14	34377045	35390387	1332
chr14	35390387	38198520	1333
chr14	38198520	39872786	1334
chr14	39872786	41146299	1335
chr14	41146299	42668186	1336
chr14	42668186	44074024	1337
chr14	44074024	45612693	1338
chr14	45612693	46279927	1339
chr14	46279927	48104383	1340
chr14	48104383	48536268	1341
chr14	48536268	50041042	1342
chr14	50041042	51026854	1343
chr14	51026854	53007665	1344
chr14	53007665	53531113	1345
chr14	53531113	54766963	1346
chr14	54766963	55750162	1347
chr14	55750162	57014544	1348
chr14	57014544	58981618	1349
chr14	58981618	61213706	1350
chr14	61213706	63323296	1351
chr14	63323296	64753580	1352
chr14	64753580	65932837	1353
chr14	65932837	67525600	1354
chr14	67525600	70665240	1355
chr14	70665240	72422907	1356
chr14	72422907	75978424	1357
chr14	75978424	76763129	1358
chr14	76763129	78095602	1359
chr14	78095602	79720236	1360
chr14	79720236	81113370	1361
chr14	81113370	82671753	1362
chr14	82671753	83775289	1363
chr14	83775289	85279975	1364
chr14	85279975	86180658	1365
chr14	86180658	87168997	1366
chr14	87168997	89031299	1367
chr14	89031299	90830516	1368
chr14	90830516	92665954	1369
chr14	92665954	93858939	1370
chr14	93858939	95284530	1371
chr14	95284530	95796078	1372
chr14	95796078	97874825	1373
chr14	97874825	98672195	1374
chr14	98672195	101067970	1375
chr14	101067970	102545765	1376
chr14	102545765	104535386	1377
chr14	104535386	105874495	1378
chr15	19795947	20926275	1380
chr15	23949980	24863443	1382
chr15	24863443	27052965	1383
chr15	27052965	29046299	1384
chr15	29046299	29873365	1385
chr15	29873365	31299618	1386
chr15	31299618	32149610	1387
chr15	32149610	33723224	1388
chr15	33723224	34791050	1389
chr15	34791050	37164301	1390
chr15	37164301	38238576	1391
chr15	38238576	40091931	1392
chr15	40091931	40885316	1393
chr15	40885316	42484201	1394
chr15	42484201	43905851	1395
chr15	43905851	46326589	1396
chr15	46326589	47843851	1397
chr15	47843851	49715846	1398
chr15	49715846	51385363	1399
chr15	51385363	52776899	1400
chr15	52776899	54216331	1401
chr15	54216331	54844071	1402
chr15	54844071	56609575	1403
chr15	56609575	58149167	1404
chr15	58149167	59401917	1405
chr15	59401917	60973637	1406
chr15	60973637	62923023	1407
chr15	62923023	64812469	1408
chr15	64812469	66802429	1409
chr15	66802429	68725660	1410
chr15	68725660	69841002	1411
chr15	69841002	71630310	1412
chr15	71630310	73336373	1413
chr15	73336373	76106283	1414
chr15	76106283	78223711	1415
chr15	78223711	80568637	1416
chr15	83591716	86109674	1418
chr15	86109674	87826712	1419
chr15	87826712	89932319	1420
chr15	89932319	91621162	1421
chr15	91621162	93237673	1422
chr15	93237673	94381101	1423
chr15	94381101	95598367	1424
chr15	95598367	97487680	1425
chr15	97487680	98700830	1426
chr15	98700830	100096642	1427
chr15	100096642	101012489	1428
chr15	101012489	101980763	1429
chr16	10054	1157206	1430
chr16	1157206	2714828	1431
chr16	2714828	3951195	1432
chr16	3951195	5068344	1433
chr16	5068344	5841579	1434
chr16	5841579	6843550	1435
chr16	6843550	7479119	1436
chr16	7479119	8288517	1437
chr16	8288517	9705562	1438
chr16	9705562	10332175	1439
chr16	10332175	11426305	1440
chr16	11426305	12519241	1441
chr16	12519241	13060580	1442
chr16	13060580	14370145	1443
chr16	14370145	16060203	1444
chr16	16060203	17550892	1445
chr16	17550892	18632285	1446
chr16	18632285	20139249	1447
chr16	20139249	22437583	1448
chr16	22437583	24125554	1449
chr16	24125554	25975541	1450
chr16	25975541	27434434	1451
chr16	27434434	29025292	1452
chr16	29025292	31371622	1453
chr16	46381083	48974015	1455
chr16	48974015	52001911	1456
chr16	52001911	53348660	1457
chr16	53348660	55869862	1458
chr16	55869862	57630418	1459
chr16	57630418	59011501	1460
chr16	59011501	60711790	1461
chr16	60711790	62195945	1462
chr16	62195945	63657685	1463
chr16	63657685	65904663	1464
chr16	65904663	68807460	1465
chr16	68807460	71020125	1466
chr16	71020125	72901251	1467
chr16	72901251	74937605	1468
chr16	74937605	75944056	1469
chr16	75944056	77489781	1470
chr16	77489781	78422395	1471
chr16	78422395	79100918	1472
chr16	79100918	80263477	1473
chr16	80263477	81738931	1474
chr16	81738931	82714123	1475
chr16	82714123	83443603	1476
chr16	83443603	84412277	1477
chr16	84412277	85115079	1478
chr16	85115079	86122993	1479
chr16	86122993	86781805	1480
chr16	86781805	87613743	1481
chr16	87613743	88974757	1482
chr16	88974757	90226404	1483
chr17	1269105	2025437	1485
chr17	2025437	3799018	1486
chr17	3799018	4792966	1487
chr17	4792966	5838014	1488
chr17	5838014	7414079	1489
chr17	7414079	8403107	1490
chr17	8403107	10062604	1491
chr17	10062604	11199498	1492
chr17	11199498	12631452	1493
chr17	12631452	13277055	1494
chr17	13277055	13991320	1495
chr17	13991320	15115780	1496
chr17	15115780	16509028	1497
chr17	16509028	18953007	1498
chr17	18953007	21387045	1499
chr17	29007226	31459473	1501
chr17	31459473	33211407	1502
chr17	33211407	34585779	1503
chr17	34585779	36141651	1504
chr17	38653091	40721152	1506
chr17	40721152	41743558	1507
chr17	41743558	43694719	1508
chr17	43694719	44979537	1509
chr17	44979537	47798656	1510
chr17	47798656	49440038	1511
chr17	49440038	51821597	1512
chr17	51821597	52641695	1513
chr17	52641695	53748757	1514
chr17	53748757	55522071	1515
chr17	55522071	57280180	1516
chr17	57280180	59410151	1517
chr17	59410151	61235394	1518
chr17	61235394	63468228	1519
chr17	63468228	65152010	1520
chr17	65152010	66804312	1521
chr17	66804312	69862629	1522
chr17	69862629	71391676	1523
chr17	71391676	74676064	1524
chr17	74676064	76379479	1525
chr17	76379479	78267332	1526
chr17	78267332	79302554	1527
chr17	80863788	82076532	1529
chr17	82076532	83247139	1530
chr18	10644	912485	1531
chr18	912485	1942910	1532
chr18	1942910	3891658	1533
chr18	3891658	5834181	1534
chr18	5834181	7090486	1535
chr18	7090486	8498933	1536
chr18	8498933	11075914	1537
chr18	11075914	11905441	1538
chr18	11905441	14440800	1539
chr18	21905883	23069508	1541
chr18	23069508	25416687	1542
chr18	25416687	26446227	1543
chr18	26446227	28347718	1544
chr18	28347718	29295622	1545
chr18	29295622	30286513	1546
chr18	30286513	32684103	1547
chr18	32684103	34200103	1548
chr18	34200103	36282001	1549
chr18	36282001	37495287	1550
chr18	37495287	38785526	1551
chr18	38785526	40104403	1552
chr18	40104403	42312683	1553
chr18	42312683	45342141	1554
chr18	45342141	46719283	1555
chr18	46719283	48413361	1556
chr18	48413361	50204214	1557
chr18	50204214	53535815	1558
chr18	53535815	54027805	1559
chr18	54027805	57546606	1560
chr18	57546606	58862988	1561
chr18	58862988	59963251	1562
chr18	59963251	61353518	1563
chr18	61353518	62610482	1564
chr18	62610482	64153018	1565
chr18	64153018	65796166	1566
chr18	65796166	66585564	1567
chr18	66585564	68458580	1568
chr18	68458580	69508584	1569
chr18	69508584	70953943	1570
chr18	70953943	71954382	1571
chr18	71954382	73371239	1572
chr18	73371239	74304227	1573
chr18	74304227	75815032	1574
chr18	75815032	77101859	1575
chr18	77101859	78216317	1576
chr18	78216317	79389991	1577
chr18	79389991	80259271	1578
chr19	80840	610729	1579
chr19	610729	2098397	1580
chr19	2098397	3019662	1581
chr19	3019662	4348970	1582
chr19	4348970	5811841	1583
chr19	5811841	6684874	1584
chr19	9127717	11173352	1587
chr19	11173352	13360313	1588
chr19	13360313	14375535	1589
chr19	14375535	15537799	1590
chr19	15537799	16263605	1591
chr19	16263605	18299052	1592
chr19	18299052	19766662	1593
chr19	20722951	22550094	1595
chr19	22550094	23284944	1596
chr19	28066986	29300040	1598
chr19	29300040	30237047	1599
chr19	30237047	32255614	1600
chr19	32255614	33772047	1601
chr19	33772047	35978393	1602
chr19	35978393	37036131	1603
chr19	37036131	39679979	1604
chr19	39679979	40478694	1605
chr19	40478694	41625199	1606
chr19	41625199	43358303	1607
chr19	43358303	44239955	1608
chr19	44239955	45599439	1609
chr19	45599439	46646825	1610
chr19	46646825	48778970	1611
chr19	48778970	51029311	1612
chr19	51029311	52482037	1613
chr19	52482037	54099074	1614
chr19	54099074	55216712	1615
chr19	55216712	57009967	1616
chr19	57009967	58607472	1617
chr20	79838	716956	1618
chr20	716956	2488855	1619
chr20	2488855	3847766	1620
chr20	3847766	5497204	1621
chr20	5497204	7103426	1622
chr20	7103426	8136364	1623
chr20	8136364	9750273	1624
chr20	9750273	11268888	1625
chr20	11268888	12466851	1626
chr20	12466851	13709217	1627
chr20	13709217	15977714	1628
chr20	15977714	17506587	1629
chr20	17506587	18991559	1630
chr20	18991559	20979069	1631
chr20	20979069	22510818	1632
chr20	22510818	23313153	1633
chr20	23313153	24737088	1634
chr20	24737088	25363595	1635
chr20	33027017	34225635	1637
chr20	34225635	36332043	1638
chr20	36332043	38281128	1639
chr20	38281128	39808119	1640
chr20	39808119	40982216	1641
chr20	40982216	41957049	1642
chr20	41957049	42986820	1643
chr20	42986820	44051536	1644
chr20	44051536	46210417	1645
chr20	46210417	48583442	1646
chr20	48583442	50623121	1647
chr20	50623121	53856010	1648
chr20	53856010	55438728	1649
chr20	55438728	57872903	1650
chr20	57872903	59831517	1651
chr20	59831517	60986668	1652
chr20	62670503	63558827	1654
chr20	63558827	64333810	1655
chr21	14578661	16680846	1657
chr21	16680846	18108057	1658
chr21	18108057	19590025	1659
chr21	19590025	20700449	1660
chr21	20700449	21990556	1661
chr21	21990556	23323909	1662
chr21	23323909	25096809	1663
chr21	25096809	25898707	1664
chr21	25898707	27752907	1665
chr21	27752907	29824708	1666
chr21	29824708	31296327	1667
chr21	31296327	33004691	1668
chr21	33004691	33853161	1669
chr21	33853161	35152076	1670
chr21	35152076	36498481	1671
chr21	36498481	37339402	1672
chr21	37339402	39110976	1673
chr21	39110976	40017600	1674
chr21	40017600	41901419	1675
chr21	41901419	43086158	1676
chr21	43086158	44757190	1677
chr21	44757190	46072312	1678
chr21	46072312	46699840	1679
chr22	17193405	17813322	1681
chr22	17813322	19924835	1682
chr22	22002927	23370460	1684
chr22	23370460	24588236	1685
chr22	24588236	26395662	1686
chr22	26395662	27438791	1687
chr22	27438791	29255810	1688
chr22	29255810	31043932	1689
chr22	31043932	32268999	1690
chr22	32268999	34098925	1691
chr22	34098925	35134992	1692
chr22	35134992	37174229	1693
chr22	37174229	38911889	1694
chr22	38911889	40149793	1695
chr22	40149793	42294812	1696
chr22	42294812	43318194	1697
chr22	43318194	44599428	1698
chr22	44599428	46074615	1699
chr22	46074615	47200568	1700
chr22	47200568	48507891	1701
chr22	48507891	49430885	1702
chr22	49430885	50804870	1703
